,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,37.0,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,63,22,0.4823529355017302,0.10083036761467334,10.44578313253012,0.42675893886966554,4.349016828559915,10.44578313253012,370,862,2.51056338028169,17,6.527842227378191
1,38.0,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,57,23,0.4249999946875001,0.07905138332109547,11.91358024691358,0.45077720207253885,4.945742979594448,11.91358024691358,435,957,2.525133689839572,12,6.819226750261233
2,39.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,44,23,0.3134328311427936,0.09357541886372148,12.072727272727272,0.45933734939759036,5.012825848849945,12.072727272727272,305,659,2.4824961948249618,18,6.834597875569044
3,40.0,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,26,12,0.36842104293628836,0.08482142838209503,8.934782608695652,0.45742092457420924,3.756881413307945,8.934782608695652,188,407,2.4651741293532337,7,6.796068796068796
4,41.0,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,37,13,0.47999999040000024,0.12376237593128125,10.944444444444445,0.4137055837563452,4.543260011280316,10.944444444444445,163,392,2.2713178294573644,2,6.369897959183674
5,42.0,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,66,39,0.2571428546938776,0.08627773205729027,13.767441860465116,0.47719594594594594,5.697855122564425,13.767441860465116,565,1178,2.611683848797251,9,6.761460101867572
6,43.0,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,46,61,-0.1401869145776924,0.08485329097156756,10.84,0.4547970479704797,4.517918819188192,10.84,493,1077,2.4545454545454546,1,6.790157845868152
8,45.0,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,36,20,0.285714280612245,0.08080808069147463,12.181818181818182,0.5522388059701493,5.0936227951153334,12.181818181818182,370,667,2.789237668161435,8,7.491754122938531
9,46.0,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,30,28,0.03448275802615935,0.07445442865923693,10.068493150684931,0.4380952380952381,4.202635355512068,10.068493150684931,322,734,2.518361581920904,6,6.513623978201635
10,47.0,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,58,23,0.43209876009754616,0.10519480505818857,10.828947368421053,0.47144592952612396,4.520157319178871,10.828947368421053,388,820,2.564259485924113,32,6.842682926829268
11,48.0,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,65,21,0.5116279010275826,0.09481808148311127,10.654320987654321,0.4820393974507532,4.45454415404203,10.654320987654321,416,860,2.6513002364066196,11,6.969767441860465
12,49.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,25,0,0.9999999600000016,0.077399380565327,13.727272727272727,0.5496688741721855,5.710776640577965,13.727272727272727,166,302,2.78,0,7.298013245033113
13,50.0,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,80,39,0.3445378122307747,0.14819427129739193,117.125,0.43329775880469584,47.023319103521885,117.125,406,937,2.435114503816794,15,6.456776947705443
14,51.0,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,17,0,0.999999941176474,0.04018912520049852,9.044444444444444,0.542997542997543,3.8349767949767952,9.044444444444444,221,405,2.6699751861042182,0,7.217283950617284
15,52.0,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,14,6,0.399999980000001,0.04576659028428698,9.853658536585366,0.5668316831683168,4.168196087901474,9.853658536585366,229,404,2.738035264483627,0,7.698019801980198
16,53.0,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,0,3,-0.9999996666667778,0.03061224458558934,15.428571428571429,0.5092592592592593,6.375132275132276,15.428571428571429,55,108,2.5233644859813085,2,7.175925925925926
17,54.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,24,69,-0.4838709625390219,0.11411042930783996,13.310344827586206,0.5025906735751295,5.525174200464535,13.310344827586206,388,767,2.548941798941799,2,6.8852672750977835
18,55.0,https://insights.blackcoffer.com/evolution-of-advertising-industry/,17,15,0.06249999804687507,0.0749414518151254,12.625,0.4430693069306931,5.227227722772278,12.625,179,403,2.498714652956298,3,6.625310173697271
19,56.0,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,55,38,0.18279569695918607,0.09108716935251011,10.615384615384615,0.4472049689440994,4.425035833731486,10.615384615384615,432,961,2.538784067085954,9,6.811654526534859
21,58.0,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,39,3,0.8571428367346944,0.11023622018310704,8.177777777777777,0.529891304347826,3.4830676328502417,8.177777777777777,195,368,2.5939226519337018,4,7.081521739130435
22,59.0,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,5,1,0.6666665555555741,0.026431717945234724,13.294117647058824,0.39823008849557523,5.47693909422176,13.294117647058824,90,226,2.4133333333333336,0,6.384955752212389
23,60.0,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,22,7,0.5172413614744358,0.06196581183340639,12.914285714285715,0.4557522123893805,5.348015170670038,12.914285714285715,206,450,2.417233560090703,4,6.453333333333333
24,61.0,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,13,8,0.23809522675737013,0.06796116482860465,13.238095238095237,0.4712230215827338,5.483727303871189,13.238095238095237,131,277,2.728937728937729,1,7.003610108303249
25,62.0,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,15,8,0.3043478128544429,0.11734693817680134,6.892857142857143,0.5025906735751295,2.9581791265729094,6.892857142857143,97,190,2.7253886010362693,0,7.278947368421052
26,63.0,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,5,0,0.99999980000004,0.0499999995,9.1,0.5604395604395604,3.864175824175824,9.1,51,91,2.7142857142857144,2,7.516483516483516
27,64.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,23,37,-0.23333332944444451,0.13043478232514177,7.781818181818182,0.37383177570093457,3.262259983007647,7.781818181818182,160,420,2.339578454332553,13,6.328571428571428
28,65.0,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,9,2,0.636363578512402,0.10891089001078327,10.4,0.4423076923076923,4.336923076923077,10.4,46,103,2.378640776699029,1,6.398058252427185
29,66.0,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,33,10,0.5348837084910766,0.09976798120703485,10.075,0.5880893300248139,4.265235732009926,10.075,237,402,2.878787878787879,0,7.527363184079602
30,67.0,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,1,7,-0.7499999062500118,0.10526315650969531,10.0,0.425,4.170000000000001,10.0,34,78,2.282051282051282,4,6.358974358974359
31,68.0,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,9,25,-0.47058822145328766,0.195402297727573,9.55,0.41361256544502617,3.985445026178011,9.55,79,182,2.3842105263157896,5,6.587912087912088
32,69.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,26,46,-0.27777777391975317,0.06831119538110891,13.04054054054054,0.5326424870466321,5.429273211034869,13.04054054054054,514,964,2.7658688865764827,16,7.465767634854772
33,70.0,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,41,23,0.2812499956054688,0.0737327188090637,12.661971830985916,0.407119021134594,5.227636340848204,12.661971830985916,366,891,2.465675057208238,18,6.519640852974186
34,71.0,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,33,26,0.11864406578569381,0.06592178763584158,11.855072463768115,0.4119804400977995,4.906821161546366,11.855072463768115,337,815,2.419597989949749,16,6.492024539877301
35,72.0,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,23,5,0.64285711989796,0.06698564577276162,5.8059701492537314,0.442159383033419,2.4992518129148604,5.8059701492537314,172,380,2.4485488126649075,0,6.623684210526315
36,73.0,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,42,8,0.6799999864000003,0.07194244593965116,11.672413793103448,0.4401772525849335,4.8450364182753525,11.672413793103448,298,674,2.4062968515742127,4,6.510385756676558
37,74.0,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,30,6,0.6666666481481487,0.1592920346933981,13.882352941176471,0.4661016949152542,5.73938185443669,13.882352941176471,110,234,2.555084745762712,8,6.568376068376068
38,75.0,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,42,15,0.47368420221606666,0.058641975248310725,13.514705882352942,0.500544069640914,5.606099980797542,13.514705882352942,460,915,2.6681367144432193,7,6.916939890710383
39,76.0,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,22,70,-0.5217391247637052,0.17424242391241965,7.271428571428571,0.4518664047151277,3.08931799045748,7.271428571428571,230,503,2.4586614173228347,11,6.618290258449304
40,77.0,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,55,22,0.42857142300556594,0.13139931718191242,7.794520547945205,0.34797891036906853,3.25699978332571,7.794520547945205,198,564,2.2397868561278864,5,6.278368794326241
41,78.0,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,22,32,-0.18518518175583,0.08925619819957653,12.382978723404255,0.3470790378006873,5.092023104481978,12.382978723404255,202,581,2.217857142857143,0,6.215146299483649
42,79.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,22,21,0.023255813412655504,0.065052949977227,8.955882352941176,0.5024630541871922,3.783338162851347,8.955882352941176,306,605,2.6533333333333333,6,7.229752066115703
43,80.0,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,21,73,-0.5531914834766863,0.17216117184585866,8.030303030303031,0.45849056603773586,3.3955174385363067,8.030303030303031,243,522,2.4488636363636362,13,6.60727969348659
44,81.0,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,20,11,0.29032257127991706,0.08031088062095627,10.647058823529411,0.4447513812154696,4.436724081897952,10.647058823529411,161,361,2.363112391930836,5,6.520775623268698
45,82.0,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,8,6,0.14285713265306196,0.08187134455045997,14.545454545454545,0.40625,5.980681818181818,14.545454545454545,65,160,2.423076923076923,0,6.61875
46,83.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,25,17,0.1904761859410432,0.09150326777450268,18.0,0.4583333333333333,7.383333333333333,18.0,198,432,2.5364705882352943,0,7.020833333333333
47,84.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,21,29,-0.15999999680000007,0.06954102911051317,11.741379310344827,0.461086637298091,4.880986379057168,11.741379310344827,314,677,2.486404833836858,5,6.779911373707534
48,85.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,34,11,0.5111110997530867,0.017475728148553117,8.634538152610443,0.3902325581395349,3.6099082842999914,8.634538152610443,839,2148,2.3353783231083844,0,6.2192737430167595
49,86.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,35,42,-0.09090908972845338,0.08130939801340084,10.964285714285714,0.48534201954397393,4.579851093531875,10.964285714285714,447,916,2.5521064301552108,10,6.9115720524017465
50,87.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,28,64,-0.3913043435727789,0.09378185515414694,14.380952380952381,0.5596026490066225,5.976222011983602,14.380952380952381,507,906,2.711060948081264,0,7.179911699779249
51,88.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,3,1,0.49999987500003124,0.05479451979733535,10.714285714285714,0.4,4.445714285714286,10.714285714285714,30,74,2.4583333333333335,2,6.391891891891892
52,89.0,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,28,4,0.7499999765625008,0.06262230907510312,12.657894736842104,0.44282744282744285,5.240288871867819,12.657894736842104,213,478,2.3795309168443497,1,6.433054393305439
53,90.0,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,34,34,0.0,0.07674943557928958,7.771186440677966,0.44601962922573607,3.286882427961481,7.771186440677966,409,907,2.4956043956043956,5,6.821389195148842
54,91.0,https://insights.blackcoffer.com/human-rights-outlook/,52,15,0.5522387977277792,0.06788247206901472,10.883720930232558,0.47863247863247865,4.544941363546015,10.883720930232558,448,932,2.4820065430752454,5,6.76824034334764
55,92.0,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,30,34,-0.062499999023437516,0.10272873177732146,12.893617021276595,0.42244224422442245,5.326423706200408,12.893617021276595,256,600,2.4594594594594597,3,6.691666666666666
56,93.0,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,16,44,-0.46666665888888903,0.05509641868218877,13.662162162162161,0.47181008902077154,5.653588900473173,13.662162162162161,477,1011,2.6677350427350426,1,6.976261127596439
57,94.0,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,16,40,-0.42857142091836753,0.09893992915381639,10.89795918367347,0.4550561797752809,4.5412061453795,10.89795918367347,243,534,2.5444015444015444,3,6.837078651685394
58,95.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,36,48,-0.1428571411564626,0.13104524160523362,8.819444444444445,0.4503937007874016,3.7079352580927387,8.819444444444445,286,629,2.4660347551342814,27,6.60731319554849
59,96.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,24,27,-0.05882352825836219,0.09172661854006003,16.243243243243242,0.45757071547420963,6.68032558348698,16.243243243243242,275,599,2.5311973018549745,12,6.702838063439065
60,97.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,16,38,-0.4074073998628259,0.06923076914201183,11.370967741935484,0.47375886524822697,4.737890642873484,11.370967741935484,334,702,2.735338345864662,2,7.2905982905982905
61,98.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,4,3,0.1428571224489825,0.07216494770963972,11.0,0.40404040404040403,4.561616161616162,11.0,40,98,2.4086021505376345,2,6.183673469387755
62,99.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,28,46,-0.24324323995617245,0.11562499981933594,10.288135593220339,0.4299835255354201,4.287247647502304,10.288135593220339,261,603,2.3794266441821246,11,6.537313432835821
63,100.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,8,24,-0.49999998437500054,0.0761904760090703,10.911764705882353,0.444743935309973,4.542603456476931,10.911764705882353,165,366,2.5542521994134897,4,6.729508196721311
64,101.0,https://insights.blackcoffer.com/travel-and-tourism-outlook/,28,54,-0.3170731668649614,0.1240544627472701,12.442307692307692,0.48377125193199383,5.170431577695875,12.442307692307692,313,647,2.610675039246468,2,7.071097372488408
65,102.0,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,21,34,-0.2363636320661158,0.1043643261776768,13.05,0.4482758620689655,5.399310344827587,13.05,234,521,2.4274661508704063,5,6.56046065259117
66,103.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,1,0,0.9999990000010001,0.008695652098298678,19.6,0.5102040816326531,8.044081632653063,19.6,50,98,2.326530612244898,0,6.775510204081633
67,104.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,13,3,0.6249999609375024,0.05111821069930284,10.166666666666666,0.3704918032786885,4.214863387978142,10.166666666666666,113,302,2.318936877076412,3,6.377483443708609
68,105.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,29,52,-0.2839506137783875,0.1480804384861418,15.212121212121213,0.4900398406374502,6.280864421103466,15.212121212121213,246,502,2.589795918367347,3,7.143426294820717
69,106.0,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,29,24,0.0943396208615166,0.1651090337535544,10.96774193548387,0.27647058823529413,4.497685009487666,10.96774193548387,94,338,2.1335311572700295,37,5.887573964497041
70,107.0,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,5,36,-0.7560975425342064,0.06356589137431645,11.86,0.47554806070826305,4.934219224283305,11.86,282,593,2.5606326889279436,0,7.059021922428331
71,108.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,13,29,-0.3809523718820864,0.0724137929785969,10.788461538461538,0.49910873440285203,4.5150281091457565,10.788461538461538,280,559,2.6010733452593917,0,7.173524150268336
72,109.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,25,51,-0.34210525865650976,0.11532625172181145,11.666666666666666,0.48739495798319327,4.8616246498599445,11.666666666666666,290,594,2.5760683760683762,1,7.084175084175084
73,110.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,16,21,-0.1351351314828343,0.08333333314564564,12.885714285714286,0.458980044345898,5.337877732024074,12.885714285714286,207,450,2.443207126948775,7,6.777777777777778
74,111.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,48,47,0.01052631567867036,0.10650224203306924,11.432432432432432,0.43617021276595747,4.747441058079356,11.432432432432432,369,842,2.4452554744525545,2,6.584323040380047
